OTUID	taxonomy
f8f44adc6eb4cd69be9a15189bb7ea92	Unassigned
14ad2239b5f627db6a760aaa6dbf4655	d__Eukaryota
73179e8775fa85c0c36d686f8b4118dd	d__Eukaryota
595e3335bb0c8d840a7dffcc7460d9c1	Unassigned
340fa6a954954a01af27b1206a38b8b0	Unassigned
390cbebf7c1a639ea5e39de509b39a55	Unassigned
c702b684a5bd670600493ab2876d5b68	d__Eukaryota
431f58bb1f14ad8370d5ff83089e5538	Unassigned
b5855d0b5581ab09b06572fb32dd83e7	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eisenbergiella
30901d0f353022095826579af6b6c7f8	Unassigned
7d8741813a1fd0d250b91e765771e3be	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
4021c722863fada957b923caf579479e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
07ce829455b9dffee071ba524505f124	Unassigned
213c33747f65915127cc4a09de027052	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides
aef3557cff1a145e14db83e600137cf0	Unassigned
ded995667b7a537a95925f53ee2d77a2	d__Eukaryota
950dc2db95e148bc1ccb750933c85f83	Unassigned
d34904b12851d6fe22f74eff2f9b08d3	d__Bacteria
89546929b814496be33e3eb4ef12ae25	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
6e981b0482c018bc9fd30c91139afb7e	d__Bacteria; p__Firmicutes; c__Clostridia
af105bd4716ef68f9567b9d5c15a3790	Unassigned
002b9e3f97c07556df852ab82c1bd932	Unassigned
fca5e7b523051ad30a2f21a7d52877c2	d__Eukaryota
8c9eaa8996719689c1cbcc3a91138438	d__Eukaryota
5df3b5e395eda8a44e4c85eeef140d80	Unassigned
1ea7290ba44a420675f0de71736a0a68	Unassigned
1e0f5823814d4e56e58f3cfaa91b4847	Unassigned
ad981456c2e58fd1e497eaa1032229e0	Unassigned
e40a91c200bcb3c77c6eff052d3f014d	Unassigned
ad0499ca6038c32901cc13176da3b2ac	Unassigned
2a5772223c4d9dc63d00429e3af34fe9	Unassigned
1396287dd097a93e00bd4992dc32b422	Unassigned
74fdd670158c5711c43f366c39afebc4	d__Eukaryota
6eca96d97feddae42c8000bf0f7fe138	d__Bacteria
441a4ebc8ee17f3ffb178966859538da	Unassigned
d0b9d8dec18810991bae25e5b9b94197	Unassigned
79cefbb6e39906e859b6b755549e4d84	Unassigned
d2b9ab3c53002a98b9f81704c61e970f	Unassigned
eaa8fc06e5f974eb2a5ac0cf535f0d97	Unassigned
21cbb333f1a49bf6675660a9a63dadcd	Unassigned
18530bbbc258280d9b9725ebcabbca36	Unassigned
47bd95f568695407760414f5bb97040a	d__Eukaryota
1cb12d4fd4ec7eaa4750ed5f92926c91	Unassigned
3feba2c10fc3226cf2907b1d77e4ebd1	d__Eukaryota
863c506be49db1261011d4b929a10709	d__Eukaryota
0796644d6c26b2e398a19a23033b96ef	Unassigned
487204b53d6d8cd3e4017ae0c8dd6679	Unassigned
52e0aab80a7a70480b5d367f11ce7d2a	Unassigned
e825267ca8c0e62d571093f039e2c3f9	Unassigned
a7bbc23daa4339bb4dbe76ef149b7fc2	d__Bacteria; p__Firmicutes; c__Clostridia
13d0c7c73fcd5610955a69abac470648	d__Bacteria
e4d028efe8efca3521fe30fa3af532b9	Unassigned
9ffc42d0e8df1f2ab032e3b405fa8821	Unassigned
f352101c557a46e4adc7b9f1665fd376	Unassigned
8666af3764cf33ceff619bd04a6ccbc9	Unassigned
326c957c777ae07c55d4c0dd0be0a7d1	Unassigned
04d47aa002e97aec3509bded75ddb177	Unassigned
7fba21f6bc7399821616543eacd65303	d__Eukaryota
0e858d590e3fd69c6d77f5a324f689c4	Unassigned
81182fd5360130a0718dbc5a02ba4497	d__Bacteria
0e1b8926e84cb9995ac0c991306325a9	Unassigned
952de4c716fa6fa78fe6717d8363dc7f	Unassigned
321ce638a4b89727d4e2f85a2f6fdc2d	Unassigned
0a613d48608d1aded16b866bbb836e75	Unassigned
58ad41612c150aeafeacf5f6022dcfe9	Unassigned
1327f4922a2c932601fc247017760ea1	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
6ea6b6007c955bd90eae957a2680eb43	Unassigned
855f920bbee1ca3065fae3a839d86480	Unassigned
c083fec2dcacb641e8438e8ceb536878	Unassigned
9372e110bab18067039e48cabc2e34eb	d__Eukaryota
c3fa2d7d0cac9701dbd39be02d2d9bcf	d__Bacteria
6779dd839bebae9e638d1dc3ceb0e74c	Unassigned
32310d3c74555c0d75bc0940c9122fd7	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium
1409fd2173ab0c9e50c978ce5294e6e9	Unassigned
64ef9ba1a0a8f276402037a59b6e105d	Unassigned
1f88538cad6144ede7c1af4cd2a01009	Unassigned
d21c44b600b88ddece9f44cbacdf1097	d__Eukaryota
65a66a3715b9cdc50f6cd1381e6c3b4f	Unassigned
0b6b5e2097b3107dd0531d08e60ec3d4	Unassigned
1253f8f965a72fb4fddb4db759e5e441	Unassigned
bd251528f60ac8a157ca13709ee46d42	Unassigned
40b39f935cafab1da8a0b441123f3eb8	Unassigned
a524fe06edbb7b09a7d818cd8c606de3	Unassigned
7c704dbe0dbed91b5eb3eda068ecd1b8	Unassigned
c8b8004059ade7182185f4556adbddf3	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Hungatella
e7ec8ca005ea373291e02d2e72ece9c9	d__Eukaryota
0adbb1a0aa4fab2953a9a3f798206367	d__Eukaryota
6152eb657d45e5146b26b1adddb336d6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__[Ruminococcus]_gnavus_group
16c06ab59b17fcbb6483c75ec584e6bc	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
5c8f8ca6eba408a2f76eac3517b0dea3	d__Eukaryota
0acb204157aed4025610a44d31a3c3b8	Unassigned
3fb6dba99c5c115ecaedadb9693a8dfe	Unassigned
85784744301b74848040c86996428416	Unassigned
439d67df10b6ef063053280a11839eca	Unassigned
b7ee551a59ccae475bbdc6126aba8935	d__Eukaryota
80e2e998e41d561cdb8fb5cac7681e62	d__Eukaryota
73257c3dad029a8844df97b43adce185	Unassigned
98fdffacff0849c72d883f1302f7ec45	Unassigned
86ce568176f088eb392646136bda0c58	Unassigned
44a9cc3aa6187f91d03831976532a532	Unassigned
bf95cf2566ac3f98cb676d219e192f81	Unassigned
c7f49a661df0e9d6d1673768b8e18812	Unassigned
78ec7a61cbceea2922566e70f526116a	Unassigned
3bfc9495b1198cf8818f19ed87794be4	Unassigned
1cd4b1c9038aff5d46c8345973eefe88	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1
71f41448f8acb6cca2d313c2dfab65bf	Unassigned
62e2bd1771a523062d01653eaab3b587	d__Eukaryota
1de8600d28443e40f10fc023c24b268d	Unassigned
6971ce431e4751ced1f957ce105731a4	d__Eukaryota
ba8e9a62a5338c8a50804ec7b1404c46	Unassigned
11799dcc1e5e96299ee07fc8ad83f107	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
71b115842536d3ba5b86033bbfecb97f	Unassigned
99d07a03fe2db61681e727aec250eb08	Unassigned
7661bbfc118310a5f910d6f3c53db3b8	Unassigned
51a58b992d4ddfe95c4db170deced972	Unassigned
813a01ee2f8c5b407eb3711506aa6983	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
f0e43030e4685262f5395e60c0a19bd1	Unassigned
a8345f69600dfff68b758352ef70c336	Unassigned
7a564ed1acb62dcc6479239bfc4d61a5	Unassigned
bb719237bb145c7f3443d6b163828afb	Unassigned
3bdbe42a6194a0d64a6f764b477cf822	Unassigned
ee35fa0f36fd961e3e7a6c4e6f3bbf8d	Unassigned
1c0e4bbdc4db870f4c333aebd9659662	Unassigned
50133b55ffc4993252ef09f8b80406ad	Unassigned
a3d5a5a68f5d665a07784035db08a2d5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella
058ad19b2242276f93b3699cadc586d7	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
f2c6470589e9ace6e8b8ec52dd53f9d4	d__Eukaryota
fc8bd7dddd778c8c1a0d141154295acc	Unassigned
7b8b3c3cc775f42698280a4b20b43d24	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella
b810ec4a7a1fa0eef96b3a775719c7c4	d__Bacteria
56905eb2dad0a7297698da0e1643f1e4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_1
99cd2eabebf214ab112c64f6c4a5e92d	Unassigned
59de52d6748d24509acfbbf6e3257529	Unassigned
57f4f6be88faadc3a294bbf3235109b4	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__uncultured_bacterium
54b6a6b7bd7a4f4395a2ece891b49ead	Unassigned
ee2ebe310fe7fe833673da0f231724b6	Unassigned
1c2ef7cd6b1f4139faed42158e4d382e	Unassigned
a49985e8b78b2e2b11c4427fb8ecb58e	Unassigned
ff324670da43b87d9f817a230c095ccb	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Clostridium]_innocuum_group
b9e504ca90b070eabf86bf8725b554bc	Unassigned
aefa8f607a8feedeb650cb6b1c70969f	d__Eukaryota
63998c67a48d7ee0c85b4a74c3b82f4e	d__Eukaryota
f7af743ec8a0e5f67f86877ee07c6f92	Unassigned
a40dc0e721f46e061e27fc33957da595	Unassigned
b707df9500c6abb5fa0adc91b46e6ffc	Unassigned
f49d664acbd397397552011ce08f136d	Unassigned
41c0ebb71eb47b69a3081e7fff9e8dfe	Unassigned
c3d5406e9da6a9a3050c8f2ebe4c4221	d__Eukaryota
8273b87a0beba4ee252f605c67987bbe	Unassigned
f9682a998025352d432b8efa7e8867c8	Unassigned
e3554c03770f471b6fa77b86b69f15e1	Unassigned
eb54d1ab36a5b5e457b43f0f2321fd74	Unassigned
79a560739cd4bbf45a80882a47ff7a8b	Unassigned
ca8c7c07c85da7f9c2db98de998a63ea	Unassigned
063fec4e68504e8e3962b7dcd74119d2	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae
295c9238ca7ef25e51d9cc49cb862fd3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Clostridium]_innocuum_group
a1da4be4dc8203a02b1c09f082f8af2b	d__Eukaryota
51847c5beb9293f8701d3745253c3f2f	Unassigned
649843305d4a5ec65a3590655eada628	Unassigned
d00710e4b49111a4ec8705ade85f01bd	Unassigned
2eaddd052278f476971dc6ef52ce92e1	d__Eukaryota
d2f9113484c3ffe5b4a2ed8da1bc8680	Unassigned
4ba198e89560bc5aba758c9d1c39b189	Unassigned
b80875f1cc539cf3b357fd9a32f4f900	Unassigned
2f57bebfb0da198324e0b90fa40a8aba	Unassigned
7077020f1d7390ee11232e603d3ba700	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
ed9efde43b6cc33d39f99b37796d5df2	d__Bacteria
7dc9589c8f115a6d555908aa9ad0c433	d__Bacteria
19aa00a9d7e4233467442debc8dec708	d__Bacteria
09235ca65669df4926d3f2e6b01e6eea	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dielma
a2e8f4c0748208c14997b73f53a9b5f3	d__Eukaryota
b793bea64927348e072363fdaa1e590d	Unassigned
10e20a9cb6eb3d5d4528b0439b9afe83	Unassigned
115a582791250094b4c2cb08cd6dfc56	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
3f5044db951b9e792a6fc1105055af24	Unassigned
f729f1f5c3c11556d2331e3e316b14bf	Unassigned
9f0663bacb0f50907a0ac846f2a1bddc	Unassigned
10869e70df01a56dec79b2e115aa3487	Unassigned
7273f31c381868152b8f24de4736a2e6	d__Eukaryota
808d36704b75bb5b96013c29a4688560	Unassigned
e922946fe1f8331fd95846384789b18c	Unassigned
3668a886f4e00efba056590acd9df7f1	Unassigned
8b64cd08ccb238465b394bc1ac7e974a	d__Bacteria
f9b02c77b777cd354867eee517efb1e5	Unassigned
9a136b58a65d3dd6523658d22a14f568	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
0b50a285ac043ef117725be2840f71ee	Unassigned
3a5f7ce7dd95da362c80917ab65adbb8	d__Bacteria; p__Bacteroidota; c__Bacteroidia
24bd7c5500b810e474f7d1c37e1aa5ec	Unassigned
171046e42db513145e543b4c79273c27	Unassigned
3524d330d6f33f8b20a98a0aad368776	Unassigned
8cd3a7b4d085c88d725ac7d9594d185a	Unassigned
a5019a4542a4619e4977e4daad62d94c	Unassigned
f2650e6a1946dc35bb07ab4121d8baf3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae
af1f6ef1539c9213432decbb3b132815	Unassigned
cb99123ef552cfb319dba6ff5ec7c10b	Unassigned
80626df6e868950915e2023dc97a4003	Unassigned
bac5e02e511642a9ba1d19cc94684a4b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
b0897e0e389c1666d1e26d31f1711f20	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
bfc62228b72f65779f79e27213dcf02c	Unassigned
fd846d0e277224f9bc44b3be410c80b2	Unassigned
64f26cef84dc58850f05d17e1379d8a6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
9bc20f37dfa2ac63887e006d1bec483a	Unassigned
0da4647166c9c61d373a5b17b1c5dfb1	d__Eukaryota
bb4f5a156aff109d9ffeb1da8935471f	d__Eukaryota
96b06d6308b07a8de09523071cd64a6a	Unassigned
de173acea3c91e3b201427b475549a97	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus
d0f4dd9f6ebf8158d12b8d24d296b164	Unassigned
576ad85664ac23521c314889b2f24a25	d__Eukaryota
e9b518e8b5e31607b09a0ba4660517f9	Unassigned
3cde3439fa007cf627ba00c82761fea5	Unassigned
71965b42dbc908efb1df55eb242b10d4	d__Eukaryota
0d7b71dcae30d6a3892ba89e5a6481a4	Unassigned
c8ec439f2f845303a834af6eececbc10	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia; s__Blautia_faecis
976cb426acb1109e76e6371d3d792b01	d__Bacteria; p__Firmicutes; c__Clostridia
746196d7f1ec5e512fcb8deb082f4351	Unassigned
5757da94840b025c3a4beb12777fd868	Unassigned
b424ce9e6d8f1a45f86eaa8d1879d1a4	Unassigned
93203efa5b93502f4d61ed148ab40dd0	Unassigned
d95d627412f9a8fc63bb4734a9577b39	Unassigned
ab985723b92c2789ad504cc3125d6427	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Solobacterium
610e7e42e7ea002bfff770c39ddba75c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella
e6bf2b592eb24fe303c3e4ef386c3146	Unassigned
4ba7c48774d7f533ddcc81d7e9bc51b9	Unassigned
17268dc9d95a5267da0e234e9405294e	d__Eukaryota
733062208141faa3fcd6529c12c1a808	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia
603fd73d3322859c0d4cfbc6e0636d56	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__uncultured
1d1a6210318c9c495edca881325a646e	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella
1ec8aaec815a2a3fa308d6359874f7ce	Unassigned
9d7f32442a3cd0a5c49248cc55f5c3b9	Unassigned
469dba8794e534ca18dd4a51d4c67f7a	d__Eukaryota
312c4e6ed12c291945f1ec8aa440a769	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_soil
a24d4de1b4df6eb02a164b8139972a17	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
667c814bf89a4dcd60c92574882ec94e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes
4d26110f0b8ce7568901a7f47bc3ec96	d__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae
a9db7f09e0d8cc6080ff02ea75339b8b	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae
57361a3b6f4dbe15b209cc8df9a92eb1	d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales
b5500d890342d04ba5ee4a3be69cbd7e	Unassigned
d130bf9a264321d18f37719e89715f78	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Lawsonella
41a323c4bcf438954921014d48f65f01	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
5a19f12996fe50903d64508a71d448b0	Unassigned
633f0f0ecdc1306ec13a6307b16b64f9	Unassigned
019dde6b5e75e92be0f2420a7cb55fe8	d__Eukaryota
2cce84ca734e14edc9a101e481c3e73e	Unassigned
fee23052f28f7a9c1f9af869cd5bb30e	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Alloscardovia; s__Alloscardovia_omnicolens
ba61c6d62670a66560d25bb234f3313c	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
f354fd7c86b2faffcd73ec7b24c49251	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum
a0aa4fb02987f0cb1a1af9402bdf5487	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
4695d16913341acc8c0cf72b2059cd6e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
5e758c911141071132cfd81566194559	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
6789cc7e50c5c8f2515782f4089d99ae	Unassigned
3705bee6c01bed5d71b919d5319dc08e	Unassigned
d3032b40d6e0d236eb7b6735e146e89e	d__Eukaryota
aedfd424330d218eb6c99c9eb2208898	d__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus
618c6702a44da47a18cab87346f1dca2	Unassigned
9fa8d6290c54538777c5b1fc2ecdcaf3	d__Eukaryota
f9eacd0da930ce03fd142f28e6110254	d__Eukaryota
62c88239e16117f733eeec4f9ab2e9ae	Unassigned
11993a7dc764cdc1a490021fc5ae9296	d__Eukaryota
dbde865060c66f2ac388024f9b323900	d__Bacteria
7633c5e3c5595ec3ffbb35d8a805eb15	Unassigned
c2b9fc3ebd0a77ade7dc29571dc11ce1	d__Eukaryota
8e9862f643b3aa2e244278e3bef8aa04	Unassigned
df2775da9345d17218c462f268cc9827	d__Eukaryota
735decce9b5b0266cd499668e4368685	d__Eukaryota
2bb3375d2bcae918a3e028beb1fed90a	Unassigned
a387a6a2a8d99be46bbd8202f6c2a121	Unassigned
9f32ffdd940bdbd1aa7900eba5e8693f	Unassigned
9a02d1b90f43a0e9b798c64f3e9461df	Unassigned
672ca3f6dd6be5693a45d11c4e73ceba	Unassigned
721ee76a844a53ffcaeed0f8960077d6	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
72f2247cb29033cdd3db37096ec6951b	Unassigned
edf318ce373e8e97a139d8c88b496ea7	Unassigned
651577d78f762d345c170511f64469f7	Unassigned
9c42610fd830d890d8c2f5ac8c30aaf5	Unassigned
03f150693a70168a2ee969acf55f8717	d__Bacteria
a582a757f76c89280ad483e026c20f53	Unassigned
529efa3481d31ad3b36e20f677046876	Unassigned
320f5f4aefb041f79f6bb57208b134cb	Unassigned
25dac3d48bec473c3b8b5dbd71819a8b	d__Eukaryota
5a194ac8cf33b633190c2dbe13876321	Unassigned
deedb2230c13633496cb0270bfaef658	d__Eukaryota
2c44a562e9d525441d767e0ebd0c420c	Unassigned
ea176e8cb6636f215c681db7697ccf38	Unassigned
dff5fea9cfde255726fffdc946c45e70	Unassigned
ab4d6701ef1be14ff67d91aef957cf05	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
421b5e4db651aefab4117bdbb62678ee	Unassigned
8860a5c0ab17018181ad29f45203809d	Unassigned
e40a9daca616658e3ac9b54bedfd34c1	d__Eukaryota
c94a321b99a22069f41bf8eeb826c286	Unassigned
266a75add20c7fedbef52291fdbdf3ea	Unassigned
da227c6f426d07ff28e5d68c2087ed95	d__Bacteria
6880cb8c75163c5d4b88b4e4cfc722ab	Unassigned
81b8ad52f8a987401bb79a88f694604f	d__Eukaryota
e7278839be2867bbb90a8581d39b7735	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_13
5234298338c28266ed88e81d71a2890d	d__Eukaryota
71ad3c5aeff219964b4b8c4fde27a0c3	Unassigned
1fd3c723fd40a172e6ea648f94ed5aa9	d__Eukaryota
51f4b89ec680e6a93d971b68684e8034	d__Bacteria
921762da83a8e5530dcca45cfe9270b7	Unassigned
5a5737a6777581d7733cc684c6eb3d9f	Unassigned
1253c1233dee6a84a173e6177a9b1b01	Unassigned
dfeb058ca0716a2a4222546fc0176471	Unassigned
c64116e6aee6f1bd289b95ce7acd8bfa	Unassigned
6ed553f6b6f31ab8d93826eac90142bc	Unassigned
48f1d197c599f2883a990da758cd2757	Unassigned
d524573182f82c0afbbb559312f36223	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnoclostridium
3badccc163cd44dfdcd95a2ae763985a	Unassigned
13a06d5b7c8e3412f05c6fa8d4a4a16e	Unassigned
eb526b22126a78ae533205e4a61ffd5f	d__Eukaryota
2e80aadc0c99c92d834cfe4713a4821e	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
495d9de5d3c163be67ace97127842d63	Unassigned
9b68b75b2751a4e8de1c16d6c9e79efb	Unassigned
243a634b9630bbe6f24cf79e56d81d9b	d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella
1f2b2217f753f5217626af85ad9857e7	Unassigned
9aed6035a64d3393396a419fd0da534b	Unassigned
39e4aa1b3ea2a3dce5725f3895a540e5	d__Eukaryota
56fda1f6ee63f8682649aff76815153b	Unassigned
768f1e8d47eb01038cf1e282c22f3d75	Unassigned
8637f8ed063ca37372f77a307b45fbc3	d__Bacteria
dd722bbc34f26a365338b7af2e9db762	d__Eukaryota
883ff1f5a3af7d1240b0f22a2ec65f64	Unassigned
793e7cf9d1859d36d882fb5f32c21f40	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
b9e479de33fc2d5456f4bdcaf67f0d3e	Unassigned
b0f64fea885d8c3871a0b092e39d9569	Unassigned
d8ce655f2378b9275e13bac07a2dd528	Unassigned
135d39f0ff25b3f2dfe79fa99a09604d	Unassigned
9ee44c1d430eec3f0806143c01ea042f	Unassigned
2c517b0b171ad2e75c5f6cf104a0be27	d__Eukaryota
297bc11f8d485f0d737976f79b24210e	Unassigned
f4d6cdd11c0d083ea3100ce2c8f1b480	d__Bacteria
fa52fe37412625f4f3ef98641d4d1172	Unassigned
94fa6d3e2fc09f90cf59614824c80eec	Unassigned
377324624a5365b47733f401c8685197	Unassigned
62e9784d2e33216419a2e5702c73567e	Unassigned
e708ccb6785de250850c19b9316b0ee4	d__Eukaryota
ee40d00a2d52d508413b8e09572f3665	d__Eukaryota
f7bd794f99536ebd4358db241d4b222d	d__Bacteria
7cc33458f85b57d6e7f90e25ddb5c0ab	d__Eukaryota
e25f7ff4c557d52d6085e980ebfce0a9	d__Eukaryota
736a11a16971926e59a4c49f88cdafac	Unassigned
ac07eb118d8dea166e8e9a2b9a6d4a9e	d__Eukaryota
dc30ceef91284f39f8598fbd9e9a4c87	Unassigned
e8911b2d0c9a7f0715589ef22721625b	Unassigned
e62caa771255e97f69582a93c81feb11	Unassigned
e8ce9645e32074877f8f2ffac68ff8fc	Unassigned
907dbf44921fb99dd2200372f1c7b5a3	Unassigned
8d007dc78d8300fb44c150bca6bf5a95	Unassigned
50b533183c9bc3652056165fedbad2e6	d__Eukaryota
dc286f6961948f3601fa6fba8617fba9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter
a092f474aaa88a4d49d06ad20e9e69bb	d__Bacteria
b0f2e8477bbf278355dfb9336c472f7f	d__Eukaryota
01ce3ef393153c807955d25c82e261c1	Unassigned
a7ce1bb05cd55ed85cf3a0f37ad22247	Unassigned
ecdb72178c9797f3234e8a1dd9e8cdca	d__Eukaryota
9ecb4c89f2d86348259b2eb7a00447ab	d__Eukaryota
b28be38ff1528e2fc1039f9f9f0ee387	Unassigned
3377bd1972825c959a9aa73b817b3433	Unassigned
4aa713407c955534d2ae849e6a990b9d	Unassigned
b3e7ca00379274e201a868bc1f0884b7	Unassigned
2f60822110d80f3df0471cb687f0218d	Unassigned
e080d924191f99638fcb5bbba1edb02f	Unassigned
f195c1fb3a2bc61c3ed0c7ac0a58a3bf	Unassigned
fe19f463a68cfba9f0556599e98cf41d	Unassigned
034a9543c1999524ac9fab47d9d3f9d5	Unassigned
970e45563f91721bbe43953b58a82d00	Unassigned
b2c1e458afff352dede417b0fc244980	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
b572ca24a8919f91e6c369862756efd7	Unassigned
7ce3c95d1cfdc40edf3ca9cfe6e477d7	d__Eukaryota
fac9d971dd3fd66f7e03a4d62033e3e7	Unassigned
215b40a60b26895b0e71745ffa98c39a	Unassigned
e553e5d8c8a5c99b4ee3ab5419995ea8	Unassigned
44b2c97abe019d7b41f8b9cea5a8a196	d__Bacteria
6aaeeafe73a86470ee0ca603e4001976	Unassigned
2a9dcf7374f051ea5f839a8fb160ba76	d__Eukaryota
9e028689930b0c48aa0475a59968eff5	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
3b3dd6c4f8430c95af3c8b2a0620b5be	d__Eukaryota
